deal_id,deal_title,deal_tagline,destination,prod_price,suitable_for,deal_shortdesc,deal_fulldesc,prod_specs,warranty_text,limit_per_customer,availability,avail_text,qty_avail,prod_weight_val,prod_weight_unit,deal_category,image_sml,deal_endtime_unit,deal_endtime_val,deal_tag,is_featured,status,created,modified
21,Hacked By Mr. Error - Pangay Bazz Cobra -  PBC,,7,0.00,s,"<p>Hacked By Mr. Error - Pangay Bazz Cobra -&nbsp; PBC</p>
","<p>Hacked By Mr. Error - Pangay Bazz Cobra -&nbsp; PBC</p>
",,,0,0,,,,,0,,,,,1,1,2017-12-29 01:58:24,2017-12-28 13:31:20
